subj	rel	obj
chiapas	structural-noun-compound	chiapas
lift	instrument	pulley
tundra	has property	cold
sweat	result	cold
animal learn	patient	behavior
kentucky	at location	united states of america
copper wire	structural-adjective	copper
round object	structural-noun	object
smooth	patient	rock
instrument	has property	musical
equator	has property	many daylight
soil	has subcomponent	bacterium
exercise	result	strong
sound energy	structural-noun-compound	energy
yorkshire	structural-noun-compound	yorkshire
glacier	has property	slow
dispose waste	structural-patient	waste
water vapour condense	result	rain
pedal	instrument	pedal
flow	at location	channel
see microscopic thing	structural-patient	microscopic thing
close object	structural-adjective	close
can see	structural-patient	see
lightning storm	structural-noun-compound	lightning
san marino	at location	northern hemisphere
electricity power	structural-agent	electricity
sun	at location	solar system
reflect sunlight	structural-patient	sunlight
observe sky	instrument	telescope
feathers	derivational morphology	feather
carbon dioxide-oxygen cycle	structural-noun-compound	dioxide-oxygen
learn	patient	information
extreme temperature	causes	energy level decrease
absorb	patient	wave
car engine run	result	motion
dry environment	structural-noun	environment
inner mongolia autonomous region	structural-noun-compound	mongolia
plastic spoon	structural-noun-compound	spoon
feel pressure	structural-verb	feel
test streak	structural-patient	streak
digestive system	has subcomponent	intestine
study	patient	fossil
u	has property	r
antigua and barbuda	structural-noun-compound	barbuda
counter	derivational morphology	count
harmful chemicals	derivational morphology	harmful chemical
strengthen bone	structural-verb	strengthen
nerve cell	structural-noun-compound	nerve
condense	agent	liquid water
western coral snake	structural-noun-compound	coral
inherited characteristic	has property	same
body temperature	structural-noun-compound	body
cotton waste	structural-noun-compound	cotton
sutherland	structural-noun-compound	sutherland
ship	at location	water
heat	beneficiary	substance
republic of ireland	structural-noun-compound	ireland
combust	instrument	heat
alternative fuel	structural-noun	fuel
overload	patient	outlet
low altitude	structural-adjective	low
mozambique	at location	southern hemisphere
living things	structural-noun	things
reflect	patient	light
add heat	result	chemical reaction
substance	has subcomponent	particle
change location	structural-verb	change
prevent	instrument	inhibitor
monaco	at location	northern hemisphere
animal	has subcomponent	long tail
inner mongolia autonomous region	structural-noun-compound	region
burn natural gas	at location	furnace
beijing municipality	structural-noun-compound	beijing
kinetic energy	structural-adjective	kinetic
réunion (france)	structural-noun-compound	france
bermuda (uk)	structural-noun-compound	uk
bad health	structural-noun	health
access	patient	resource
musical instruments	structural-noun	instruments
nepal	at location	northern hemisphere
old tadpole	structural-noun	tadpole
deep water	causes	pressure
look	instrument	eye
lightning storm	structural-noun-compound	storm
size	has property	wide
born	result	population increase
observe earth	structural-patient	earth
nottinghamshire	at location	england
refract	at location	medium
pond	has property	little deep
egg survive	structural-verb	survive
rise	agent	water vapour
south shetland islands (antarctic treaty signatories)	at location	southern hemisphere
dwarf planet	structural-noun	planet
democratic republic of the congo	structural-noun-compound	congo
planet	has property	small
alligator eat bird	structural-verb	eat
tea	has property	hot
cut down	patient	forest
sediment cover organism remains	structural-patient	organism remains
cover	patient	hand
catch	patient	fire
sediment deposit	structural-agent	sediment
belgium	at location	northern hemisphere
hand dryer	structural-noun-compound	hand
good road	structural-noun	road
low weight	structural-noun	weight
transport blood	structural-verb	transport
cover water	result	under water
many year	has subcomponent	erosion
sandpaper	has subcomponent	sand
harm species	has negative impact on	population size
face dimple	has property	depressed
washington, district of columbia	structural-noun-compound	washington
all other	structural-noun	other
cellular digestion	structural-noun-compound	cellular
protect	instrument	strong object
surface area	structural-noun-compound	area
reduce pollution	structural-verb	reduce
push	patient	button
1 year	structural-quantifier	1
palm tree	structural-noun-compound	palm
france	at location	northern hemisphere
water absorb	structural-agent	water
reduce	patient	pollution
iron melting point	structural-noun-compound	iron
electric car	has subcomponent	electric motor
scratch glass	structural-verb	scratch
solid melt	structural-agent	solid
coahuila	structural-noun-compound	coahuila
recycle	patient	plant
coral	at location	warm water
piece	has property	large
instinctive behaviour	structural-adjective	instinctive
raccoon eat trash	structural-verb	eat
mountain range	structural-noun-compound	range
environment	has property	tropical
large size	has positive impact on	visibility
water bead	structural-noun-compound	bead
rock erode	result	soil
belize	at location	northern hemisphere
fork	has property	metal
little gas	structural-noun	gas
use alternative fuel	result	save gasoline
all other	structural-quantifier	all
survive	agent	more
play	patient	music
live underground	structural-verb	live
bear eat berry	structural-agent	bear
use less	structural-verb	use
liquid water	structural-adjective	liquid
same latitude	causes	same sunlight
water level	structural-noun-compound	water
small object	structural-noun	object
rock	has subcomponent	many metal
grow large	agent	object
bottom of swamp	at location	swamp
activate switch	structural-patient	switch
keep from	patient	happen
veracruz	at location	mexico
earth rotate	result	star move
carbon cycle	structural-noun-compound	cycle
oil platform	has property	offshore
carry	patient	food
add heat	causes	kill bacterium
round rock	structural-verb	round
adulthood	derivational morphology	adult
soft iron	has property	magnetic
bird eat seed	structural-patient	seed
moving habit	structural-noun-compound	moving
defend	instrument	stinger
virginia	structural-noun-compound	virginia
circuit	has property	simple
pollution	derivational morphology	pollute
suffolk	at location	england
winter solstice	structural-noun-compound	solstice
born	has property	just
air current	has subcomponent	air
adult amphibian	structural-noun	amphibian
survive	has positive impact on	keep healthy
fog	at location	air
burn living thing	structural-verb	burn
pant	instrument	hang tongue
race	has subcomponent	finish
crack entity	structural-patient	entity
variable volume	structural-adjective	variable
excrete	patient	urine
fewer plant	structural-noun	plant
uv light	structural-noun-compound	uv
float	instrument	tail
tadpole	has property	baby
tennessee	structural-noun-compound	tennessee
animal scale	structural-noun-compound	animal
function	has property	same
need help	structural-verb	need
size	has property	large
more speed	structural-noun	speed
kangaroo pouch	structural-noun-compound	kangaroo
different texture	structural-noun	texture
burn wood	structural-patient	wood
human eat crop	has negative impact on	crop
visibility	derivational morphology	visible
tissue	at location	stem
electric fan	has subcomponent	vane
breathe	agent	tadpole
hurricane	has property	weak
replace	instrument	money
nonrenewable resources	structural-noun	resources
fur coat	structural-noun-compound	fur
food	has positive impact on	animal
object	has property	texture
protect	has positive impact on	living entity
make	patient	happen
boston	at location	atlantic ocean
earth's axis	structural-noun-compound	axis
rock	has property	weathered
baking soda	structural-noun-compound	baking
berries	derivational morphology	berry
show	patient	data
sunglasses	has subcomponent	tinted lens
anchor plant	structural-patient	plant
ultraviolet ray	structural-noun-compound	ray
natural formation	structural-adjective	natural
nuclear reaction	structural-adjective	nuclear
change	agent	entire community
reuse	result	avoid waste
insulate	instrument	rubber
generation	has subcomponent	offspring
arizona	structural-noun-compound	arizona
eat	instrument	beak
electron microscope	structural-noun-compound	electron
energy level	structural-noun-compound	energy
newspaper	has subcomponent	paper
same function	structural-adjective	same
cardiganshire	structural-noun-compound	cardiganshire
tree	has property	dead
transport food	instrument	preserve food
control pollution	similar to	reduce pollution
sandy soil	structural-adjective	sandy
poisoning	derivational morphology	poison
bang drum	structural-patient	drum
helpful effect	structural-noun	effect
object	has subcomponent	purpose
electricity flow	instrument	closed circuit
prevent	patient	harm
retain water	agent	animal
measure length	structural-verb	measure
material	has property	flexibility
conduct electricity	instrument	wire
pollen	at location	hummingbird
hong kong special administrative region	at location	people's republic of china
compost pile	structural-noun-compound	pile
reproduce	agent	male
animal	has subcomponent	face
cool climate	structural-noun	climate
attract	patient	pollinator
glacier	causes	deep lake
root	at location	soil
kill fish	structural-verb	kill
dominant gene	structural-adjective	dominant
die	result	inactive
move waste	structural-verb	move
young dog	structural-noun	dog
soft material	structural-noun	material
classify	instrument	property
find	patient	direction
complete circuit	result	electric current flow
shelter	agent	human
release ink	structural-patient	ink
amphibian	has subcomponent	smooth skin
become	agent	peat
rocks	derivational morphology	rock
protect living entity	structural-patient	living entity
life cycle	has subcomponent	reproduction
west virginia	structural-noun-compound	virginia
disguise	result	hide
land mass	structural-noun-compound	land
thermal energy	at location	thermal conductor
solid matter	structural-adjective	solid
recycle	patient	resource
counter	result	stop
cool	instrument	fan
apply heat	structural-verb	apply
surface	has property	smooth
water channel	structural-noun-compound	channel
lower size	structural-adjective	lower
breathe water	instrument	gill
blue light	structural-noun	light
prehistoric living thing become natural gas	structural-agent	prehistoric living thing
many sleep	structural-quantifier	many
little drop	structural-noun	drop
warmth	instrument	hair
brain control body	structural-verb	control
many cell	structural-quantifier	many
scratch	causes	scratch
pulse	has property	high
destroy living thing	structural-patient	living thing
break material	structural-patient	material
organism	has property	unicellular
become	agent	vegetation
obtain	derivational morphology	obtaining
hibernate	instrument	mud
rock	has subcomponent	aluminum
weather	has property	temperature
british indian ocean territory (united kingdom)	structural-noun-compound	ocean
cook food	result	kill bacterium
rise	agent	temperature
push flexible container	result	change shape
bears	derivational morphology	bear
polar bear	at location	cold environment
material	has property	sturdy
role	similar to	importance
reflect	patient	light ray
greatest mass	structural-noun	mass
preserve	patient	food
weather	has property	humid
sunlight shine	at location	window
dissolve	agent	carbonic acid
water bead	structural-noun-compound	water
smooth rock	structural-patient	rock
cameroon	at location	southern hemisphere
landslide	has property	quick
squid	causes	thrust
use object	structural-patient	object
season	causes	sunlight intensity
obtain information	structural-verb	obtain
digestive system	structural-noun-compound	digestive
environment change	structural-agent	environment
organism niche	structural-noun-compound	niche
remove	patient	process inhibitor
height	has property	less
parents	derivational morphology	parent
plant	has subcomponent	water
exhale	goal	air
alligator eat fish	structural-patient	fish
resource	has property	natural
meadow vole eat insect	has negative impact on	insect
invent	agent	louis pasteur
electrical insulation	structural-noun-compound	electrical
heat change matter state	structural-agent	heat
increase	patient	size
hidalgo	at location	mexico
housing development	structural-noun-compound	housing
weather	instrument	plant root
alligator eat frog	structural-agent	alligator
number	has property	least
weather	result	small piece
nerves	derivational morphology	nerve
lower weight	structural-quantifier	lower
object	has property	different
physical activity	structural-adjective	physical
horizontal axis	structural-noun	axis
sunset	structural-noun-compound	sun
arctic animal	at location	arctic
perform experiment	structural-patient	experiment
peeblesshire	structural-noun-compound	peeblesshire
process	has property	natural
frying pan	structural-noun-compound	pan
medium heat energy	structural-noun	heat energy
push button	structural-patient	button
white tile	structural-adjective	white
united states virgin islands (us)	structural-noun-compound	islands
cayman islands (uk)	structural-noun-compound	cayman
environmental change	structural-noun	change
animals	derivational morphology	animals
electric current flow	structural-verb	flow
taste sweet	structural-patient	sweet
reduce food	structural-verb	reduce
hemisphere	has property	northern
light colour	structural-noun	colour
ocean	has subcomponent	water
lay	agent	mosquito
western coral snake	structural-noun-compound	western
wash out	instrument	water
remove hot object	instrument	touch hot object
lower number	structural-noun	number
m e	structural-noun	e
living thing survive	structural-agent	living thing
moon orbit earth	structural-verb	orbit
bad reaction	structural-noun	reaction
absorb sunlight	beneficiary	plant
tibet	structural-noun-compound	tibet
berwickshire	structural-noun-compound	berwickshire
pull plow	structural-verb	pull
plant	has subcomponent	waxy leaf
animal	has subcomponent	bodily process
chimpanzee dig	structural-verb	dig
baby bird	structural-noun	bird
tool	has property	bad
destroy habitat	result	animal die
speed	similar to	time
travel	derivational morphology	travel
soil	at location	underground
moving object	structural-adjective	moving
guadeloupe (france)	structural-noun-compound	france
object	has property	hard
lincolnshire	structural-noun-compound	lincolnshire
guitar string	structural-noun-compound	guitar
sediment cement	result	sedimentary rock
warm	instrument	heat
push object	structural-patient	object
remove forest	instrument	cut down tree
bird	has subcomponent	claw
variable shape	structural-noun	shape
release	agent	source
building move	structural-verb	move
change height	structural-patient	height
estonia	at location	northern hemisphere
tree produce	structural-verb	produce
animal move	instrument	energy
physical feature	structural-adjective	physical
transport food	goal	plant
increase daylight	structural-patient	daylight
condense	result	liquid
gamete development	structural-noun-compound	gamete
new york state	structural-noun-compound	new
celestial body	has subcomponent	mass
destroy	patient	environment
drive	instrument	car
sort	patient	kind
bear eat insect	has negative impact on	insect
heilongjiang	structural-noun-compound	heilongjiang
eat	agent	meadow vole
scientific evidence	structural-noun-compound	scientific
light brown	structural-noun	brown
dunbartonshire	at location	scotland
smaller	derivational morphology	small
breathe	patient	young amphibian
trinidad and tobago	structural-noun-compound	trinidad
move	patient	down
create diamond	at location	underground
change ecosystem	agent	human
thing	has property	negative
change position	structural-patient	position
object	has property	small
perform	patient	task
salt water evaporate	structural-agent	salt water
appear	agent	plant
weather	instrument	weather
lower number	structural-adjective	lower
consumer eat organism	structural-verb	eat
many cell	structural-noun	cell
winter solstice	structural-noun-compound	winter
nicaragua	at location	northern hemisphere
ninth planet	structural-adjective	ninth
moisture	has property	high
federal district	structural-noun-compound	federal
sound energy	has property	loud
democratic republic of the congo	at location	equator
be insulated	instrument	insulation
hard object	structural-noun	object
see small thing	structural-patient	small thing
tectonic plate move	structural-verb	move
magnet	derivational morphology	magnetism
hard object	structural-adjective	hard
same function	causes	similar
saint lucia	at location	northern hemisphere
remove dead organism	structural-patient	dead organism
use alternative fuel	structural-verb	use
internal organ	structural-noun-compound	organ
bicycle	has subcomponent	pulley
spread	patient	seed
cover	agent	sediment
push bone	instrument	muscle
absorb light	instrument	chlorophyll
electric device turn on	structural-agent	electric device
bowl-shaped lake	structural-noun	lake
big amount	structural-adjective	big
feel pressure	instrument	nerve
alberta	at location	canada
remove hot object	structural-verb	remove
stay	result	warm
road	has property	good
dump	at location	environment
magnetic field	structural-noun-compound	field
record image	instrument	camera
gabon	at location	equator
environment color	structural-noun-compound	environment
jaguar	has property	big
different color	structural-noun	color
drop	causes	fall
young frog	structural-adjective	young
soil texture	structural-noun-compound	soil
new moon	causes	first quarter moon
soil nutrient	structural-noun-compound	soil
monitor	patient	location
floodplain	has property	flat
graph	has subcomponent	y axis
washington state	structural-noun-compound	washington
rubber band	structural-noun-compound	rubber
electromagnet	has subcomponent	nail
plant	has subcomponent	xylem
guadeloupe (france)	structural-noun-compound	guadeloupe
remove animal habitat	structural-verb	remove
species	has property	native
satellite orbit planet	structural-patient	planet
glacial environment	structural-noun-compound	glacial
destroy habitat	has negative impact on	animal
saudi arabia	structural-noun-compound	saudi
solid	has property	hard
increase important object	structural-verb	increase
kangaroo drink milk	structural-agent	kangaroo
sick people	structural-noun	people
reduce	patient	pollutant
pull	patient	plow
assembling	derivational morphology	assemble
ivy plant	structural-noun-compound	ivy
object	has property	blue
estuary water	structural-noun-compound	estuary
destroy pathogen	structural-verb	destroy
burn	agent	candle
disappear	result	gone
gamete development	structural-noun-compound	development
flood	derivational morphology	flooding
move soil	result	soil erosion
same material	structural-noun	material
hot surface	structural-noun	surface
add heat energy	structural-verb	add
maine	structural-noun-compound	maine
liquid matter	structural-noun	matter
blow whistle	result	noise
flat leaf	structural-noun	leaf
food	causes	odor
sea anemone	structural-noun-compound	anemone
play music	structural-patient	music
complete circuit	structural-verb	complete
seed	at location	fur
heat	result	warm
exhale	agent	animal
body	has subcomponent	wrist
increase number	structural-patient	number
lay egg	agent	reptile
sunlight intensity	structural-noun-compound	intensity
formation	derivational morphology	form
fault line	structural-noun-compound	fault
nest	has positive impact on	bird
bosnia and herzegovina	structural-noun-compound	herzegovina
electrical device	has subcomponent	electricity
carbon monoxide	structural-noun-compound	carbon
greater value	structural-noun	value
play music	structural-verb	play
river flow	result	canyon
tape measure	structural-noun-compound	measure
break down	patient	rock
cell phone	causes	distraction
animal eat	result	survive
block sunlight	result	dark
water animal	structural-noun	animal
metamorphosed	derivational morphology	metamorphose
plant grow	instrument	photosynthesize
vegetation become peat	at location	swamp
the bahamas	structural-noun-compound	bahamas
durango	at location	mexico
wipe up spill	structural-verb	wipe up
deep lake	structural-noun	lake
use renewable resource	structural-verb	use
waxing	derivational morphology	wax
enhanced	derivational morphology	enhance
cut down tree	has negative impact on	ecosystem
electrocute	instrument	electricity
caernarfonshire	structural-noun-compound	caernarfonshire
weather	patient	rock
destroy	result	reduce amount
cook islands (new zealand)	structural-noun-compound	new
summer	has subcomponent	hot weather
year	has subcomponent	season
use	patient	energy
pop popcorn	structural-verb	pop
prevent transfer	instrument	thermal insulator
south korea	structural-noun-compound	korea
dry	result	less water
trait	has property	visible
plant survive	instrument	specific climate
tidal energy	structural-noun-compound	tidal
land formation	structural-noun-compound	formation
baby develop	structural-verb	develop
dense forest	structural-adjective	dense
ecosystem role	structural-noun-compound	ecosystem
moving charged particles	structural-adjective	charged
boil	instrument	heat
plant	has subcomponent	seed
nonliving thing	structural-noun	thing
low amount	structural-adjective	low
cook food	instrument	pot
affect organism niche	structural-verb	affect
waxing gibbous	structural-noun-compound	gibbous
ashmore and cartier islands (australia)	structural-noun-compound	islands
fife	structural-noun-compound	fife
soft iron	has property	ferromagnetic
grow	agent	living thing
object cool	result	cold
harmful chemical	structural-adjective	harmful
animal harm	structural-noun-compound	animal
moving charges	structural-noun	charges
crack sidewalk	structural-verb	crack
hunt	instrument	kill animal
hebei	structural-noun-compound	hebei
plant	has property	native
crumple	result	irregular object
pasteurize	derivational morphology	pasteurization
use switch	structural-patient	switch
large size	structural-adjective	large
rabbit eat plant	structural-verb	eat
power	patient	electrical device
observe sky	structural-patient	sky
valley quail	structural-noun-compound	quail
plate tectonics	structural-noun	tectonics
big eye	structural-noun	eye
quebec	structural-noun-compound	quebec
weather	instrument	soil
reflection	at location	surface
prehistoric animal remains	structural-noun	animal remains
protect cell	structural-patient	cell
drive vehicle	structural-patient	vehicle
above amount	structural-adjective	above
drink milk	structural-verb	drink
june 21	structural-noun-compound	june
illuminate	instrument	light bulb
plate tectonic	structural-noun-compound	tectonic
block sunlight	instrument	large tree
mix	result	mixture
less size	structural-adjective	less
warn	beneficiary	people
new location	structural-adjective	new
forest fire	structural-noun-compound	forest
tin	has property	nonmagnetic
thing	has property	bad
food	has positive impact on	give birth
observation	has property	better
flow	agent	electricity
sunlight	has property	low
grow large	structural-verb	grow
keep happening	structural-verb	keep
region	similar to	environment
soil erosion	structural-noun-compound	soil
good insulator	structural-adjective	good
dumfriesshire	structural-noun-compound	dumfriesshire
sting	agent	bee
pulling	derivational morphology	pull
many water	structural-noun	water
safety goggle	structural-noun-compound	safety
part	has subcomponent	material
fall	agent	precipitation
strengthen bone	structural-patient	bone
object piece	has property	small
snow	has property	cold
leaf	has property	unique
less liquid	structural-noun	liquid
operate toy	structural-patient	toy
cool	result	decrease temperature
sample	patient	water
animal	at location	habitat
vertebrate animal	structural-noun-compound	animal
physical state	structural-noun-compound	physical
definite volume	structural-adjective	definite
sound energy	has property	quiet
cell membrane	structural-noun-compound	cell
tectonic plate	structural-noun-compound	tectonic
rain gauge	structural-noun-compound	rain
study moving habit	instrument	know location
good bacteria	has positive impact on	living entity
object	has property	irregular
magnetic fields	derivational morphology	magnetic field
gloucestershire	structural-noun-compound	gloucestershire
weak hurricane	at location	land
south sudan	at location	southern hemisphere
leaving	derivational morphology	leave
increase temperature	structural-verb	increase
increase resource	structural-verb	increase
recyclable material	structural-noun	material
natural material	structural-adjective	natural
saskatchewan	at location	canada
waxing crescent	structural-noun-compound	crescent
feel heat	structural-verb	feel
eat	agent	animal
discover shape	instrument	touch
communicate	instrument	television
zoo exhibit	has subcomponent	required item
identify pure substance	structural-patient	pure substance
guatemala	at location	northern hemisphere
carry	agent	liquid
rain	causes	flood
time taken	structural-verb	taken
revolve	agent	moon
high heat energy	structural-noun	heat energy
light year	structural-noun-compound	light
play instrument	structural-patient	instrument
spoil	agent	food
fruit	has subcomponent	seed
mammal	has property	warm-blooded
drink	patient	beverage
eat food	result	energy
central nervous system	has subcomponent	brain
dunbartonshire	structural-noun-compound	dunbartonshire
add	patient	heat
egg survive	structural-agent	egg
move	agent	car
hunt food	structural-patient	food
need help	structural-patient	help
protect plant	structural-verb	protect
electrical device	at location	home
bee	has subcomponent	stinger
maintain health	instrument	object
nairnshire	structural-noun-compound	nairnshire
glacier	causes	mechanical weathering
san marino	structural-noun-compound	san
mineral	has property	powdered
kyrgyzstan	at location	northern hemisphere
special administrative region	structural-noun-compound	special
new hampshire	at location	united states of america
develop	agent	egg
energy	has property	light
community	has property	entire
circular motion	structural-noun	motion
manipulate	instrument	arm
survive	agent	aquatic animal
pour water	structural-verb	pour
preserved remains	structural-adjective	preserved
harm environment	structural-verb	harm
skunk produce bad odor	structural-patient	bad odor
light	causes	shadow
eat	patient	fresh food
keep	patient	cool
higher temperature	structural-noun	temperature
dead organism	structural-noun	organism
reuse	patient	renewable resource
huntingdonshire	at location	england
study	patient	soil sample
add salt	result	decrease melting point
tropical environment	structural-noun	environment
stop vehicle	structural-patient	vehicle
eastern hemisphere	structural-adjective	eastern
harm building	structural-patient	building
repair cell	instrument	protein
ferromagnetic metals	structural-noun	metals
lunar surface	structural-noun	surface
half of earth	has subcomponent	earth
find	patient	information
pecan tree	structural-noun-compound	tree
storm	causes	erode
blood	has subcomponent	oxygen
kinross-shire	structural-noun-compound	shire
eat food	agent	animal
material	has property	recyclability
people's republic of china	structural-noun-compound	china
small thing	structural-adjective	small
classify	instrument	sort kind
heat carbon	structural-patient	carbon
know	patient	location
rock	has property	hard
bear eat animal	has positive impact on	bear
save money	structural-patient	money
cool lava	structural-noun	lava
spread seed	structural-verb	spread
ocean	has subcomponent	tide
conduct	instrument	thermal conductor
washington, district of columbia	structural-noun-compound	district
pollutions	derivational morphology	pollutions
sunrise	structural-noun-compound	sun
moon rise	structural-agent	moon
1923	has subcomponent	invent refrigerator
physicist study	patient	energy
circular motion	structural-adjective	circular
tornado	has subcomponent	high wind speed
laboratory coat	structural-noun-compound	coat
required	derivational morphology	require
blow	patient	whistle
galileo galilei improve telescope	structural-agent	galileo galilei
year	has subcomponent	tree ring
move	patient	around
measure temperature	instrument	thermostat
warm	result	hot
air vibrate	structural-agent	air
oman	at location	northern hemisphere
mississippi delta	structural-noun-compound	mississippi
condense	agent	gas
e	has property	r
little water	has negative impact on	plant population
use	agent	weed
insect	has property	adult
jupiter	has property	fifth planet
produce	patient	sound
observe earth	instrument	satellite
temperature	has property	medium
object	has property	thick
try find	structural-verb	try
produce	result	product
many food	structural-noun	food
source cool down	structural-agent	source
country	at location	earth surface
obtain food	structural-verb	obtain
baby dog	structural-adjective	baby
provide energy	structural-verb	provide
planet clear orbit	structural-agent	planet
stainless steel	has property	magnetic
organic matter	has positive impact on	soil texture
decay	agent	dead
last quarter	structural-noun	quarter
south pole	structural-noun-compound	pole
avoid predator	agent	living entity
crumple	result	compact
northern summer	structural-noun	summer
phothsynthesize	derivational morphology	photosynthesis
form	agent	matter
invent	patient	tool
plants	derivational morphology	plant
magnetoplumbite	has property	magnetic
poison organism	structural-patient	organism
moisture	has positive impact on	hurricane
avoid waste	structural-verb	avoid
provide	patient	support
similar characteristic	structural-adjective	similar
require resource	has positive impact on	health
local organism	structural-adjective	local
carbon monoxide	has property	dangerous
female bird sit	structural-agent	female bird
lift flag	structural-patient	flag
different size	structural-adjective	different
wood	has subcomponent	smooth surface
manitoba	at location	canada
telescope	has subcomponent	lens
move	instrument	mechanical energy
tropical environment	structural-adjective	tropical
second	has subcomponent	earthquake
depiction	has property	visual
contain	patient	water
something	has property	all
winter	causes	cold
disperse seed	structural-patient	seed
water absorb solar energy	structural-agent	water
describe	instrument	measure
distant object	structural-noun	object
many metal	structural-quantifier	many
kill	patient	plant
moon orbit earth	structural-patient	earth
prevent	patient	transfer
transport water	instrument	tissue
the gambia	structural-noun-compound	gambia
lift flag	at location	flagpole
get warm	structural-adjective	warm
cell phone	structural-noun-compound	phone
factory	causes	pollution
new predator	has negative impact on	prey
cut material	structural-verb	cut
volume	has property	variable
absorbing	derivational morphology	absorb
birth	agent	mother
move	patient	waste
water	has subcomponent	dissolved oxygen
tinted lenses	structural-noun	lenses
feel	patient	heat
steel	has property	magnetic
drop	result	touch
change shape	structural-patient	shape
photosynthesize	instrument	solar energy
boiling point	structural-noun-compound	boiling
non-contact force	structural-noun	force
make happen	structural-patient	happen
winter	has subcomponent	snow fall
tree lifespan	structural-noun-compound	tree
bury	patient	seed
glacier move	structural-agent	glacier
inheritance	causes	gene
release ink	structural-verb	release
soft iron	structural-noun-compound	iron
important object	structural-adjective	important
central african republic	structural-noun-compound	republic
magnetic material	structural-noun	material
electricity	at location	wire
block sunlight	structural-patient	sunlight
radiation affect	structural-verb	affect
organism	has property	single-cell
cold	causes	turn on furnace
saint pierre and miquelon (france)	structural-noun-compound	pierre
thickness	has negative impact on	tear
flood	result	soil
help entity	structural-patient	entity
show datum	instrument	line graph
hiding	derivational morphology	hide
use raw material	result	waste
cook	instrument	pot
mineral	has subcomponent	streak
sunlight amount	structural-noun-compound	amount
blow whistle	instrument	blow air
experiment	causes	result
adaptation	has property	behavioral
amphibian	has property	young
small mineral	structural-noun	mineral
living	derivational morphology	live
ecosystem	has subcomponent	producer
meadow vole eat insect	structural-verb	eat
change	has property	environmental
water	has property	liquid
poland	at location	northern hemisphere
camouflage	derivational morphology	camouflage
echo	at location	room
touch	agent	container
invent telephone	structural-patient	telephone
water resistant	structural-noun-compound	resistant
animal scale	structural-noun-compound	scale
flat land surface	structural-adjective	flat
united arab emirates	structural-noun-compound	united
f e	structural-noun	e
evaporate	result	spread out
roughness	causes	friction
hemisphere	has property	southern
move	instrument	stored energy
meteoroid impact	result	crater
absorb light	structural-verb	absorb
liquid	has property	dense
greater number	structural-adjective	greater
mine	result	mineral
cellular telephone	structural-noun-compound	telephone
south dakota	structural-noun-compound	south
sound energy	has property	normal
container	has subcomponent	material
biofuel	has subcomponent	plant
climb object	structural-patient	object
inner mongolia autonomous region	at location	people's republic of china
plant root	structural-noun-compound	plant
start current	instrument	switch
plant transport water	instrument	stem
move soil	structural-patient	soil
harm living thing	structural-patient	living thing
camouflage	instrument	change color
plant adapt	structural-verb	adapt
consume food	structural-patient	food
fifth planet	structural-adjective	fifth
deer mouse	structural-noun-compound	mouse
zacatecas	structural-noun-compound	zacatecas
break down rock	structural-verb	break down
decrease	agent	tree number
grey cloud	causes	precipitation
metamorphose	result	slate
line graph	structural-noun-compound	line
snowshoe hare	structural-noun-compound	hare
volume	has property	extensive
oil and water	has subcomponent	oil
material	has subcomponent	surface
desk	has property	short height
coahuila	at location	mexico
texas	at location	united states of america
daylight period	structural-noun-compound	period
igneous rock	structural-adjective	igneous
resist	patient	damage
same feature	structural-adjective	same
tree lifespan	structural-noun-compound	lifespan
substance	has subcomponent	matter
poisonous animal	structural-noun	animal
visual thing	structural-noun-compound	visual
regular path	structural-noun	path
population decrease	result	animal disappear
trees	has property	renewable
change phase	agent	material
big altitude	structural-adjective	big
produce light	agent	star
move	patient	close
add salt	goal	solid
lizard eat insect	has negative impact on	insect
vertical distance	structural-noun	distance
electricity	at location	water
celestial body	structural-noun	body
bear eat insect	structural-verb	eat
weather event	structural-noun-compound	event
become	result	cold
use	patient	renewable resource
computer control robot	structural-patient	robot
hurricane	has subcomponent	high wind speed
ross-shire	structural-noun-compound	ross
sandy soil	at location	dry environment
cactus	has subcomponent	cactus spine
get	result	warm
carbon steel	structural-noun-compound	carbon
pakistan	at location	northern hemisphere
sun	has property	very hot
pollute	result	pollution
attach shark	structural-verb	attach
water meet land	structural-agent	water
late sunset	structural-adjective	late
investigation	has subcomponent	conclusion
moon appearance	structural-noun-compound	moon
live birth	structural-adjective	live
eraser	has property	rubber
defend	agent	sea anemone
banffshire	structural-noun-compound	banffshire
lay egg	agent	bird
compress decomposing algae	result	oil
large tree	structural-noun	tree
sort	patient	type
human waste	causes	environmental harm
x axis	structural-noun-compound	axis
inherit	instrument	dna
excretory	derivational morphology	excrete
testable hypothesis	structural-adjective	testable
get	result	increase
bermuda (uk)	structural-noun-compound	bermuda
process step	structural-noun-compound	step
water	has positive impact on	population
move	instrument	force
food	has property	cold
alexander graham bell	structural-noun-compound	alexander
berkshire	structural-noun-compound	berkshire
south georgia and the south sandwich islands (uk)	structural-noun-compound	uk
food	has property	fresh
group	has subcomponent	object
measure height	structural-patient	height
stay	patient	still
kirkcudbrightshire	structural-noun-compound	kirkcudbrightshire
prehistoric living thing become natural gas	instrument	heat energy
bring oxygen	structural-patient	oxygen
wood-free paper	structural-adjective	wood-free
body	has subcomponent	cell
circle	has property	diameter
many year	structural-quantifier	many
speed	similar to	distance
farm plant	agent	farmer
gold	has property	nonmagnetic
