subj	rel	obj
great length	structural-adjective	great
south africa	at location	southern hemisphere
sleet	kind of	ice
reduced amount	structural-noun	amount
earthquake magnitude	structural-noun-compound	magnitude
light candle	structural-verb	light
see star	structural-agent	see
worm	kind of	animal
satellite	kind of	instrument
french southern and antarctic lands (france)	structural-noun-compound	france
shine	synonym	emit light
learned characteristic	structural-noun	characteristic
good smell	has positive impact on	pollinator
less required item	has negative impact on	resource consumer
tree	kind of	living thing
water tower	kind of	habitat
glacier melt	structural-verb	melt
rocket engine	causes	speed
shiny surface	structural-adjective	shiny
acid	has property	acidic
food	kind of	resource
water lily	kind of	green plant
fire destroy	structural-agent	fire
herbivore	synonym	first-level consumer
resist damage	structural-patient	damage
hawks	derivational morphology	hawk
ocean moisture	structural-noun-compound	ocean
dry	antonym	water
store item	structural-verb	store
advance	synonym	improve
alternative energy resource	structural-adjective	alternative
land	has property	new
planet	has property	ninth
electrical conductor	has subcomponent	outlet
evaporate	kind of	change
thing	has property	nonliving
turks and caicos islands (uk)	structural-noun-compound	islands
acorn	kind of	seed
louisiana	at location	united states of america
food	kind of	object
rain	causes	erode
wall	kind of	object
cellular digestion	structural-noun-compound	digestion
cooler	synonym	lower temperature
hit drum	structural-verb	hit
m o v	structural-adjective	o
salt and pepper	has subcomponent	pepper
bury peat	structural-patient	peat
seconds	kind of	time
nervous system	structural-noun-compound	system
waxy leaf	structural-noun	leaf
week	kind of	duration
drought	causes	wildfire
ice cube	structural-noun-compound	cube
rainy weather	structural-adjective	rainy
genetic information	structural-noun	information
liquid	has property	density
flipper	kind of	limb
nest	has subcomponent	branch
component	synonym	part
object	has property	nonmagnetic
power plant	synonym	power station
exercise	kind of	physical activity
natural occurrence	structural-adjective	natural
required items	structural-noun	items
djibouti	at location	southern hemisphere
take picture	structural-verb	take
saint kitts and nevis	structural-noun-compound	kitts
water resistant	structural-noun-compound	water
play drum	structural-verb	play
stars	derivational morphology	star
fast action	structural-noun	action
forfarshire	structural-noun-compound	forfarshire
receive rain	structural-patient	rain
help	has positive impact on	living entity
sense light	structural-patient	light
object piece	structural-noun-compound	piece
north pole	has property	near
virus	causes	food poisoning
electrical discharge	structural-adjective	electrical
geologic landform	structural-adjective	geologic
bread	kind of	food
survive	synonym	live
stay warm	synonym	keep warm
balance ball	structural-patient	ball
cape verde	structural-noun-compound	verde
ice melt	structural-agent	ice
sight	synonym	vision
many material	structural-quantifier	many
little energy	structural-quantifier	little
gallons	synonym	gal
scale	has property	hard
study history	structural-verb	study
generation	has subcomponent	parent
mile	kind of	distance
charles	derivational morphology	charles
frozen	synonym	solid
earthworm	kind of	decomposer
duck	kind of	animal
specialized	derivational morphology	specialize
natural process	structural-noun	process
inherited behaviour	structural-noun	behaviour
norfolk island (australia)	structural-noun-compound	australia
sidewalk	at location	outside
bike	synonym	bicycle
1927	has subcomponent	invent television
save	synonym	prevent death
waxing gibbous	kind of	moon phase
organic material	structural-noun-compound	organic
flower	kind of	plant
runoff	has subcomponent	pesticide
huntingdonshire	instance of	county
tool	has subcomponent	part
cow	kind of	animal
cromartyshire	instance of	county
day	has subcomponent	afternoon
ecosystem role	structural-noun-compound	role
omnivore	instance of	predator
bouvet island (norway)	at location	southern hemisphere
harm building	structural-verb	harm
nocturnal predator hunt	structural-verb	hunt
0 speed	structural-noun	speed
know location	structural-verb	know
gather information	structural-patient	information
soil texture	structural-noun-compound	texture
baking soda	structural-noun-compound	soda
stirlingshire	instance of	county
anguilla (uk)	structural-noun-compound	anguilla
oxygen	has positive impact on	air quality
open container	structural-verb	open
material	has property	synthetic
plate tectonics	structural-noun	plate
haddingtonshire	instance of	county
circulatory system	structural-noun-compound	system
exercise	derivational morphology	exercise
alloy	has subcomponent	metal
communication	derivational morphology	communicate
brecknockshire	at location	wales
harmful chemicals	structural-adjective	harmful
heat body	structural-patient	body
wood	kind of	resource
attract prey	structural-patient	prey
harm species	structural-verb	harm
stomach acid	structural-noun-compound	acid
identical twin	structural-noun-compound	identical
croatia	at location	northern hemisphere
use less	structural-patient	less
leave undisturbed	structural-verb	leave
clothes	synonym	clothing
tibet	at location	people's republic of china
sick person	structural-noun	person
squirrel eat edible plant	structural-agent	squirrel
produce seed	structural-patient	seed
grand canyon	structural-noun-compound	canyon
cover	kind of	protection
speed	has property	higher
stopped	synonym	zero speed
different plant	structural-noun	plant
classroom	kind of	room
do chore	kind of	learned characteristic
environment	has subcomponent	organism
louisiana	structural-noun-compound	louisiana
deposit	kind of	move
animal	has subcomponent	head
investigate life cycle	structural-patient	life cycle
migration	kind of	behavior
coal	kind of	fuel
break down rock	structural-patient	rock
méxico	instance of	state
faster	synonym	higher speed
form rust	structural-patient	rust
snail	has subcomponent	shell
solar radiation	structural-noun-compound	radiation
transport water	kind of	function
set	kind of	motion
warm body temperature	structural-adjective	warm
maldives	at location	northern hemisphere
shaanxi	structural-noun-compound	shaanxi
maintain health	has positive impact on	organism
state of palestine	structural-noun-compound	state
shelter	kind of	building
carbonated beverage	structural-noun	beverage
devon	instance of	county
cyan	kind of	color
prevent flow	structural-patient	flow
graduated cylinder	kind of	instrument
drum	kind of	musical instrument
some	instance of	amount
substance	has property	neutral
south shetland islands (antarctic treaty signatories)	structural-noun-compound	treaty
read	kind of	activity
crack sidewalk	structural-patient	sidewalk
sonora	at location	mexico
owl	kind of	bird
month	kind of	duration
excretory system	structural-noun	system
food	has subcomponent	pesticide
morayshire	instance of	county
muscle cells	derivational morphology	muscle cell
small planet	structural-noun	planet
territory of new caledonia and dependencies (france)	structural-noun-compound	france
definite	antonym	variable
low air pressure	causes	flexible container expand
add salt	structural-verb	add
change color	structural-verb	change
moon	has property	new
hit object	structural-verb	hit
baby cat	structural-noun	cat
fewer prey	structural-quantifier	fewer
fall	kind of	come down
clear	antonym	opaque
food web	synonym	food chain
animal	has property	immature
wiltshire	at location	england
metals	derivational morphology	metal
decaying	derivational morphology	decay
sunlight	has property	light
animal	kind of	living entity
warm	antonym	cold
camouflage	kind of	adaptation
bicycle	kind of	vehicle
cool body	structural-verb	cool
kidney	kind of	organ
rocket engine	structural-noun-compound	engine
daytime	synonym	day
shanghai municipality	at location	people's republic of china
excrete urine	structural-verb	excrete
add heat	causes	kill virus
nebraska	at location	united states of america
herbivore eat plant	structural-patient	plant
water move sediment	structural-verb	move
natural geological process	structural-adjective	natural
save money	has positive impact on	company
western coral snake	has property	poisonous
human eat seed	structural-agent	human
food	at location	mouth
greater temperature	structural-adjective	greater
stop current	at location	electrical circuit
harm person	structural-patient	person
increase size	structural-patient	size
eagle eat lizard	structural-agent	eagle
food decrease	structural-verb	decrease
pan	similar to	frying pan
moon's surface	structural-noun-compound	surface
electron leave atom	structural-agent	electron
mountain top	structural-noun-compound	mountain
moon revolve	structural-agent	moon
surface	has property	flatness
entity	has property	living
gravity	causes	soil erosion
object	has property	magnetism
inspect	synonym	examine
liquid push	structural-verb	push
baby dog	structural-noun	dog
nitratine	has property	magnetic
living thing	has property	native
push heavy object	structural-verb	push
low vibration	structural-noun	vibration
ice cream	kind of	solid
observe light	structural-patient	light
nighttime	synonym	night
rainstorm	kind of	weather
coin	kind of	object
movement	derivational morphology	move
invention	kind of	tool
can float	structural-patient	float
slip ice	structural-patient	ice
reduce bacterium	structural-verb	reduce
degrees	derivational morphology	degrees
earth year	structural-noun-compound	year
carry water	structural-verb	carry
nonrecyclable	instance of	recyclability
conclusion	has property	valid
hare	at location	field
carbon monoxide detector	at location	building
handle	kind of	object
autonomous region	structural-adjective	autonomous
action	derivational morphology	act
have function	structural-patient	function
hot temperature	structural-adjective	hot
electric device	structural-noun	device
reduced amount	structural-adjective	reduced
small width	structural-noun	width
variety	synonym	different type
little light	structural-quantifier	little
goose	kind of	bird
very hot	structural-adjective	hot
earth's tilt	causes	seasons
grassland	has property	high rainfall
mountain range	kind of	environment
clam	at location	ocean
petal	has property	bright
varying	derivational morphology	vary
hydropower	has subcomponent	dam river
transport mineral	structural-patient	mineral
water cycle	structural-noun-compound	water
guangdong	structural-noun-compound	guangdong
strength	has negative impact on	damage
protect	derivational morphology	protecting
china	at location	northern hemisphere
create heat	structural-patient	heat
insect	has negative impact on	crop
kazakhstan	at location	northern hemisphere
northern hemisphere	structural-noun-compound	northern
river	kind of	environment
pump blood	structural-verb	pump
same material	structural-adjective	same
jonny	instance of	name
device	kind of	object
generate electricity	synonym	produce electricity
not dense	instance of	density
quintana roo	structural-noun-compound	quintana
inhibit	synonym	prevent
help	synonym	be of use
quiet	instance of	sound intensity
quantitative information	structural-noun	information
negative impact	kind of	impact
electricity	has subcomponent	moving charges
new south wales	structural-noun-compound	south
animal	has subcomponent	hair
paint object	structural-patient	object
hertfordshire	at location	england
plant cell	has subcomponent	chloroplast
extreme heat	structural-adjective	extreme
insect	kind of	animal
camel hump	kind of	adaptation
tree	at location	ecosystem
return	kind of	bring
different time	structural-noun	time
pathogen	causes	disease
produce electricity	structural-patient	electricity
arctic ocean	structural-noun-compound	arctic
ability	has positive impact on	survival
once per	structural-noun-compound	once
rubber eraser	structural-noun	eraser
color pattern	structural-noun	pattern
good conductor	structural-noun	conductor
stop current	structural-patient	current
die	derivational morphology	death
slipping	kind of	motion
carbon dioxide-oxygen cycle	kind of	process
downhill	synonym	down
information	has property	quantitative
few predator	structural-noun	predator
covering	kind of	object
animal harm	structural-noun-compound	harm
compete	has positive impact on	organism
keep happening	structural-patient	happening
south sudan	structural-noun-compound	sudan
cold temperature	structural-noun	temperature
plant crop	structural-patient	crop
salmon lay egg	at location	birthplace
similar characteristics	structural-adjective	similar
low amount	structural-noun	amount
old tadpole	structural-adjective	old
lower	synonym	decrease
hot surface	structural-adjective	hot
quick travel	structural-adjective	quick
morelos	instance of	state
wave	has subcomponent	moving water
water container	structural-noun-compound	container
genetic information	structural-adjective	genetic
redwood tree	kind of	tree
prehistoric animal remains	structural-adjective	prehistoric
republic of the congo	structural-noun-compound	republic
water vapour cool	structural-verb	cool
object cool	at location	cold place
alligator eat frog	has negative impact on	frog
poisonous	derivational morphology	poison
extensive property	structural-noun-compound	extensive
botswana	at location	southern hemisphere
change mass	structural-verb	change
peeblesshire	instance of	county
ocean heat	structural-noun-compound	heat
anhui	structural-noun-compound	anhui
cover with	at location	surface
items	derivational morphology	items
french guiana (france)	structural-noun-compound	french
nerve cells	derivational morphology	nerve cell
produce sound	structural-patient	sound
human	has subcomponent	eye
mushroom	kind of	living thing
strong hurricane	structural-noun	hurricane
water evaporate	structural-agent	water
new york	synonym	new york state
simple substance	structural-noun	substance
cactus stem	structural-noun-compound	stem
czech republic	structural-noun-compound	czech
100 year	structural-quantifier	100
separate liquid	structural-patient	liquid
vermont	structural-noun-compound	vermont
warmth	has positive impact on	hatch
boiling point	has property	intensive
improve design	structural-verb	improve
butter	kind of	substance
cool body	structural-patient	body
marine organism	structural-noun	organism
large leaf	structural-adjective	large
made of	similar to	collection
many pathway	structural-noun	pathway
air quality	structural-noun-compound	quality
mexico, d.f.	structural-noun-compound	mexico
leicestershire	structural-noun-compound	leicestershire
tree ring	structural-noun-compound	ring
molecule	has property	small
town	at location	countryside
electrocution	derivational morphology	electrocute
make product	structural-patient	product
transport water	structural-verb	transport
precipitation	kind of	natural cause
food decrease	structural-agent	food
flood plain	structural-noun-compound	flood
electricity	at location	metal
protect nature	structural-patient	nature
land animal	structural-noun	animal
heart	kind of	organ
gram	kind of	unit
water level rise	structural-verb	rise
high rainfall	structural-quantifier	high
water company	structural-noun-compound	water
winter solstice	has property	southern
corn	kind of	plant
animal	has property	health
start current	at location	electrical circuit
beverage	kind of	food
regular car	has subcomponent	gasoline
hot substance	structural-noun	substance
moon	kind of	celestial body
blow whistle	structural-patient	whistle
earth	has subcomponent	ecosystem
organism group	structural-noun-compound	group
tree frog	kind of	animal
drought	kind of	natural event
change taste	structural-verb	change
greater depth	structural-noun	depth
sea anemone	has subcomponent	poison dart
dimmer	antonym	brighter
health	has positive impact on	keep healthy
cause	kind of	affect
rachel	instance of	name
move around	structural-patient	around
north carolina	structural-noun-compound	north
water vapour	structural-noun-compound	vapour
gill	kind of	adaptation
sea turtle	has subcomponent	flipper
use resource	structural-patient	resource
tell difference	synonym	classify
mexico city	instance of	federal district
rubber band	kind of	object
process	has property	bodily
every year	structural-noun	year
process	has subcomponent	raw material
object	has property	composition
weather	has property	heat energy
many snow	structural-noun	snow
lung	kind of	organ
tire move	structural-verb	move
richmond	kind of	town
hare	kind of	animal
meadow voles	structural-noun	meadow
aquatic animal thrive	structural-agent	aquatic animal
hampshire	at location	england
material	has property	texture
use crop	structural-patient	crop
exhale	synonym	expel air
water cycle	structural-noun-compound	cycle
dairy	has subcomponent	vitamin d
living thing	at location	habitat
desert	kind of	habitat
french southern and antarctic lands (france)	structural-noun-compound	antarctic
battery convert	structural-verb	convert
rain	kind of	precipitation
more speed	structural-quantifier	more
absorb oxygen	at location	lung
far light	structural-adjective	far
weather	has property	warm
classify	kind of	scientific process
oaxaca	structural-noun-compound	oaxaca
light color	structural-adjective	light
sandpaper	kind of	paper
nuts	derivational morphology	nut
extensive properties	structural-adjective	extensive
new brunswick	instance of	province
plant stem	structural-noun-compound	plant
hot plate	structural-noun-compound	hot
release energy	structural-verb	release
light	at location	air
ball	kind of	object
non-contact force affect	structural-agent	non-contact force
star move	at location	horizon
television set	structural-noun-compound	television
alexander graham bell	structural-noun-compound	bell
retain water	structural-verb	retain
northern summer solstice	structural-noun	summer solstice
earth's surface	structural-noun-compound	earth's
destroy plant	structural-verb	destroy
chromium	has property	nonmagnetic
atmosphere	has property	temperature
baby frog	structural-adjective	baby
high number	structural-adjective	high
latvia	at location	northern hemisphere
inexhaustible resource	kind of	renewable resource
cups	derivational morphology	cup
mountain	kind of	environment
plant	has subcomponent	plant cell
environment temperature	causes	body temperature
alligator eat mouse	has positive impact on	alligator
sand dune	structural-noun-compound	dune
stop	antonym	move
less speed	structural-noun	speed
west lothian	synonym	linlithgowshire
remain	synonym	stay the same
animal hide seed	structural-verb	hide
many snow	structural-quantifier	many
ludlamite	has property	magnetic
organism repair	structural-agent	organism
poor health	structural-adjective	poor
anglesey	instance of	county
deposit	derivational morphology	deposition
planet rotate	structural-verb	rotate
remove harmful substance	structural-verb	remove
many water	has negative impact on	plant grow
same material	causes	similar
burner	has subcomponent	metal
7 day	structural-noun	day
degrees celsius	synonym	c
strength	has property	high
gasoline	has subcomponent	oil
avoid consumer	structural-agent	avoid
develop trait	structural-patient	trait
meter stick	structural-noun-compound	stick
salt	kind of	solid
water	causes	landslide
shelter	kind of	protective covering
good bacterium	structural-adjective	good
requirement	has positive impact on	object
change volume	structural-verb	change
food	has subcomponent	carbohydrate
réunion (france)	at location	southern hemisphere
immature animal	structural-noun	animal
flood plain	at location	river
skinny beak	structural-noun	beak
wasp	has subcomponent	wasp stinger
move seed	synonym	seed dispersal
insect	has property	small
height	causes	potential energy
flesh	has property	rotting
long ago	structural-noun	ago
yearly	synonym	every year
negative impact	has negative impact on	entity
protecting	derivational morphology	protect
similar object	has subcomponent	similar material
requirement	has positive impact on	survive
fresh food	at location	refrigerator
store water	structural-patient	water
fake grass	structural-noun	grass
transfer energy	structural-patient	energy
different location	structural-noun	location
start current	structural-patient	current
reflect sunlight	structural-verb	reflect
thorn	has property	sharp
desert	has property	dry
zimbabwe	at location	southern hemisphere
louis pasteur	structural-noun-compound	louis
heat	synonym	transfer thermal energy
expand	synonym	spread out
romania	at location	northern hemisphere
increase bad thing	structural-patient	bad thing
farming	derivational morphology	farm
angus	structural-noun-compound	angus
human	has property	healthy
moisture	causes	friction
plant survive	structural-verb	survive
marine organism	structural-adjective	marine
remove forest	synonym	cut down forest
guinea-bissau	at location	southern hemisphere
break down	kind of	forming
deposition	kind of	natural process
amount	similar to	number
hawk eat snake	structural-agent	hawk
brunei	at location	northern hemisphere
computer control robot	similar to	brain control body
fife	at location	scotland
store food	has positive impact on	future
united states of america	structural-noun-compound	state
fishing	has negative impact on	ecosystem
low height	structural-adjective	low
start current	structural-verb	start
artificial turf	structural-adjective	artificial
find	synonym	locate
second	kind of	duration
erode	derivational morphology	erosion
electrical energy	kind of	energy
take resource	structural-verb	take
conserve water	structural-verb	conserve
pollution	has property	light
natural resource	kind of	environmental factor
drinking	derivational morphology	drink
reflective object	structural-adjective	reflective
delta	at location	river mouth
natural disaster	causes	animal leave environment
every day	structural-noun	day
fertile soil	structural-noun	soil
dog	has property	baby
beach ball	structural-noun-compound	ball
sint eustatius (netherlands)	structural-noun-compound	netherlands
guinea-bissau	structural-noun-compound	guinea
observe	synonym	examine
bird eat seed	has negative impact on	seed
fossil	at location	water
make food	structural-patient	food
little drop	structural-adjective	little
pennsylvania	structural-noun-compound	pennsylvania
warmth	has positive impact on	birth
harm	has property	environmental
assemble something	structural-verb	assemble
shanxi	at location	people's republic of china
environment change	structural-verb	change
mayotte (france)	structural-noun-compound	mayotte
dryness	derivational morphology	dry
sun set	at location	west
plane travel	structural-verb	travel
smooth rock	structural-verb	smooth
egg develop	structural-verb	develop
algae grow	structural-verb	grow
animal waste	structural-noun-compound	animal
flower become	structural-agent	flower
273k	kind of	kelvin
united states	structural-noun-compound	united
washington, d.c.	structural-noun-compound	washington
arkansas	structural-noun-compound	arkansas
negative impact	antonym	positive impact
travel	has property	quick
flooding	derivational morphology	flood
electrical signals	structural-noun	signals
pounds	derivational morphology	pound
environment	similar to	ecosystem
sticky	similar to	moist
strength	has positive impact on	living entity
pesticide	has positive impact on	human
guerrero	at location	mexico
missouri	structural-noun-compound	missouri
erode soil	structural-patient	soil
newly hatched	structural-adjective	newly
substance	has property	harmful
match	synonym	same
made of	synonym	consist
glow	kind of	produce light
bad weather	has negative impact on	visibility
flat area	structural-noun	area
electromagnet	causes	magnetic field
test water	structural-verb	test
other organisms	structural-noun	organisms
lunch	has subcomponent	food
low	synonym	low height
decade	has subcomponent	carbon dioxide
sunlight	kind of	radiation
daylight hour	structural-noun-compound	hour
quiet	instance of	volume
fluid ounce	kind of	volume
destroy environment	structural-patient	environment
summer solstice	structural-noun-compound	solstice
life	synonym	living thing
danger	has negative impact on	survive
timber company	structural-noun-compound	company
british columbia	structural-noun-compound	british
absorb oxygen	structural-verb	absorb
vapor	synonym	gas
object	has property	speed
uneven heating	structural-noun	heating
revolving	derivational morphology	revolve
fluid ounce	structural-noun-compound	fluid
plant born	structural-agent	plant
store waste	structural-verb	store
electric motor	kind of	motor
combine	kind of	make
rice waste	structural-noun-compound	rice
depth	has property	greater
value	has property	least
protected area	structural-adjective	protected
meadow vole eat plant	structural-agent	meadow vole
physical force	structural-noun	force
star	causes	heat
sunlight amount	structural-noun-compound	sunlight
flour	has subcomponent	pollen
rain	has negative impact on	sunlight
warmth	causes	increase temperature
long lasting object	structural-adjective	long
sound	has property	volume
cut down forest	structural-patient	forest
speed	kind of	measure
food chain role	structural-noun-compound	food
far light	has property	dim
medium temperature	structural-noun	temperature
mice	derivational morphology	mice
animal hide seed	structural-agent	animal
swimming pool	structural-noun-compound	pool
find north	structural-verb	find
wear safety goggle	structural-verb	wear
glacier melt	structural-agent	glacier
compare density	structural-verb	compare
young butterfly	structural-adjective	young
wipe up spill	at location	laboratory
star	has subcomponent	nuclear reaction
prevent occurrence	structural-patient	occurrence
m e	structural-adjective	m
middlesex	structural-noun-compound	middlesex
plant	has property	dormant
malawi	at location	southern hemisphere
heat	has property	extreme
dead organism	structural-adjective	dead
reproduce	derivational morphology	reproduction
cure disease	structural-verb	cure
morelos	structural-noun-compound	morelos
metal	has property	solid
sound	kind of	sound energy
stomach acid break down food	structural-patient	food
study information	structural-verb	study
cellular telephone	structural-noun-compound	cellular
old rock rise	structural-agent	old rock
predator	kind of	enemy
change environment	structural-patient	environment
classify	synonym	decide class
physical state	kind of	matter state
skin	kind of	material
instrument	synonym	equipment
baby cat	synonym	kitten
transport	similar to	travel
wind speed	structural-noun-compound	wind
strong object	structural-adjective	strong
many sleep	has negative impact on	health
burner	kind of	object
fish	kind of	aquatic animal
hong kong special administrative region	structural-noun-compound	region
object	has property	color
region	kind of	location
hunt	kind of	action
cold food	structural-adjective	cold
cold temperature	structural-adjective	cold
keep healthy	structural-patient	healthy
moose	kind of	animal
be vehicle	kind of	function
lowering	derivational morphology	lower
arrow	has property	floating
wrap conductor	structural-patient	conductor
eyeglass lens	structural-noun-compound	lens
deep river	structural-adjective	deep
how many	synonym	quantity
thermal insulator	structural-noun-compound	thermal
earthworm create	structural-agent	earthworm
century	kind of	unit
study	kind of	observe
life cycle	has subcomponent	egg
pollution standard	structural-noun-compound	pollution
d e	structural-noun	e
build nest	kind of	adaptation
tongue	has property	sticky
ontario	at location	canada
land animal	has subcomponent	lung
number	has property	less
swim	at location	water
westmoreland	instance of	county
sodium chloride	structural-noun-compound	sodium
television set	kind of	electrical device
cellular respiration	synonym	cell respire
south orkney islands (antarctic treaty signatories)	structural-noun-compound	south
reptile	has property	body temperature
gene	has property	recessive
buteshire	structural-noun-compound	buteshire
hot	similar to	heat
natural event	structural-adjective	natural
animal species	has subcomponent	animal
produce seed	structural-verb	produce
prehistoric living thing become natural gas	structural-verb	become
body	has property	strength
amount	has property	least
highest preference	structural-noun	preference
pour water	structural-patient	water
body	has subcomponent	nose
cool object	structural-adjective	cool
least length	structural-adjective	least
guerrero	instance of	state
sound wave	structural-noun-compound	sound
washington	instance of	state
smoking	derivational morphology	smoke
small	instance of	size
object	has property	cold
light bulb	causes	light energy
appliance	similar to	technology
corn	kind of	crop
local organisms	structural-noun	organisms
octopus	has subcomponent	ink
eyes	derivational morphology	eye
often	similar to	usual
electrical insulation	structural-noun-compound	insulation
be classified group	structural-patient	group
earth	has subcomponent	crust
sort type	structural-patient	type
merioneth	at location	wales
vatican city	at location	northern hemisphere
atom	has subcomponent	electron
building collapse	structural-verb	collapse
producer	at location	ecosystem
water cycle	has subcomponent	water evaporate
kilometers	synonym	km
higher	synonym	above amount
shelter	at location	ecosystem
short distance	structural-noun	distance
making	derivational morphology	make
same latitude	structural-adjective	same
mixture	synonym	many material
organism	has property	multicellular
species	has property	population size
reading	derivational morphology	read
star move	at location	sky
acidic rainwater	structural-noun	rainwater
distance	has property	low
walrus	kind of	sea mammal
top soil layer	has subcomponent	many nutrient
object	has property	luster
trout	at location	lake
less moisture	structural-noun	moisture
bright color	structural-noun	color
sensation	has property	touch
destruction	synonym	loss
small animal shelter	structural-verb	shelter
planet	kind of	celestial object
glass	kind of	object
depth	kind of	shape
living thing	has subcomponent	natural structure
electricity flow	structural-verb	flow
environment	synonym	area
chicken weight	synonym	2 kg
change mass	structural-patient	mass
acid rain	structural-noun-compound	rain
sunglasses	at location	eye
somalia	at location	equator
fertilizer	has negative impact on	natural resource
close object	has positive impact on	gravity
winter	has property	cold
same charge	structural-noun	charge
loose soil	structural-noun	soil
develop	synonym	create
cold	at location	ocean
maple tree	structural-noun-compound	maple
human	kind of	mammal
78% nitrogen	structural-quantifier	78
battery	kind of	object
snowstorm	kind of	weather
kind of	synonym	example
buckinghamshire	instance of	county
earth surface	structural-noun-compound	earth
greater size	structural-noun	size
ground water	kind of	water
improve design	structural-patient	design
little sunlight	structural-noun	sunlight
intensive properties	structural-noun	properties
cold food	has property	fresh
wisconsin	instance of	state
planet	has subcomponent	atmosphere
plant grow	structural-agent	plant
bees	derivational morphology	be
alligator eat fish	has positive impact on	alligator
study moving habit	structural-verb	study
valid conclusion	structural-adjective	valid
herbivore	kind of	animal
color	has property	different
spinal cord	structural-noun-compound	spinal
highest daylight	structural-quantifier	highest
sun rise	structural-verb	rise
harm person	structural-verb	harm
alligator eat mouse	structural-patient	mouse
ringing	derivational morphology	ring
water boiling point	structural-noun-compound	point
blue	kind of	color
sturdy material	structural-noun	material
predator	has subcomponent	claw
heat energy	structural-noun-compound	energy
good bacteria	has positive impact on	health
colima	structural-noun-compound	colima
similar characteristics	structural-noun	characteristics
different color	structural-adjective	different
different season	structural-adjective	different
belong to class	synonym	be kind of
air	has property	air pressure
material	has property	magnetic
arctic	kind of	environment
maryland	kind of	region
many	instance of	amount
sri lanka	structural-noun-compound	lanka
weather	has property	humidity
animal instinct	structural-noun-compound	instinct
raccoon eat waste	has negative impact on	waste
wyoming	at location	united states of america
water	kind of	resource
natural structure	structural-noun	structure
increase mpg	structural-patient	mpg
1 year	structural-noun	year
high quality soil	structural-adjective	quality
british virgin islands (uk)	at location	northern hemisphere
inner mongolia autonomous region	instance of	autonomous region
absorb	kind of	transfer
energy	has property	sound
animal species	structural-noun-compound	species
many energy	structural-quantifier	many
seconds	derivational morphology	second
scavenger	derivational morphology	scavenge
tide cycle	kind of	process
egg	kind of	food
horizontal axis	structural-adjective	horizontal
change physical property	structural-patient	physical property
buckinghamshire	structural-noun-compound	buckinghamshire
oregon	structural-noun-compound	oregon
photosynthesis	derivational morphology	photosynthesize
month	has subcomponent	drought
somalia	at location	southern hemisphere
san luis potosí	at location	mexico
drier	derivational morphology	dry
camera	kind of	tool
vatican city	structural-noun-compound	vatican
insect	has positive impact on	chimpanzee
air condition	structural-noun-compound	condition
destroy plant	structural-patient	plant
oxygenated blood	structural-noun	blood
sun	kind of	star
measure time	structural-patient	time
insulator	derivational morphology	insulate
native living thing	structural-noun	living thing
flower attract pollinator	structural-patient	pollinator
moon orbit	structural-agent	moon
bear eat animal	has negative impact on	animal
organism grow	structural-agent	organism
feel heat	structural-patient	heat
classification	derivational morphology	classify
flashlight	causes	light energy
half of earth	synonym	hemisphere of earth
waste	causes	environmental harm
electrical signals	has subcomponent	electrical energy
dryer	derivational morphology	dry
roughness	derivational morphology	rough
carbon dioxide	instance of	waste
russia	at location	northern hemisphere
reproducing	derivational morphology	reproduce
cow eat plant	has positive impact on	cow
northern winter	structural-adjective	northern
car	has subcomponent	passenger
e l	structural-noun	l
higher temperature	structural-adjective	higher
squirrel eat fruit	has negative impact on	fruit
measure	kind of	observe
liaoning	at location	people's republic of china
-219c	kind of	celcius
1 year	synonym	365 day
water	causes	humidity
iron nails	structural-noun	iron
warm climate	structural-noun	climate
invent refrigerator	structural-verb	invent
new mexico	structural-noun-compound	mexico
fertile soil	structural-adjective	fertile
intense sound energy	structural-adjective	intense
christmas island (australia)	at location	southern hemisphere
surface area	structural-noun-compound	surface
louis pasteur invent	structural-agent	louis pasteur
carbon monoxide detector	kind of	instrument
iron melting point	synonym	1538c
prey	kind of	food
rock	has property	sedimentary
increase important object	has positive impact on	object
shed fur	structural-patient	fur
learned	derivational morphology	learn
tadpole	causes	frog
phase change	structural-noun-compound	phase
liquid food	structural-noun	food
food	kind of	substance
hainan	structural-noun-compound	hainan
lowest daylight	structural-quantifier	lowest
waxy leaf	structural-adjective	waxy
population decrease	structural-verb	decrease
produce	synonym	provide
iowa	structural-noun-compound	iowa
oxygenated air	structural-noun	air
thermal gloves	structural-adjective	thermal
opposite	kind of	different
fish	kind of	predator
different colors	structural-noun	colors
hatched	has property	newly
plant become oil	structural-verb	become
point north	structural-verb	point
speed	has property	0
slovenia	at location	northern hemisphere
light	kind of	wave
car	at location	road
animal cell	kind of	cell
ningxia	at location	people's republic of china
republic of macedonia	at location	northern hemisphere
plant	has subcomponent	sugar
soil	at location	environment
mold	kind of	fungus
sedimentary	derivational morphology	sediment
toaster	has subcomponent	electricity
plant	has property	aquatic
environmental factor	structural-adjective	environmental
chemical energy	kind of	energy
tea	kind of	beverage
new york	instance of	state
object	has property	smell
lunar cycle	synonym	moon revolve
compress prehistoric animal remains	structural-patient	prehistoric animal remains
sun	causes	light
carbon cycle	structural-noun-compound	carbon
rock form	structural-agent	rock
bird	kind of	animal
solar eclipse	structural-noun-compound	solar
plant tree	antonym	cut down tree
h2o	synonym	water
small rock	structural-noun	rock
decrease population	structural-patient	population
large depth	structural-adjective	large
tennessee	at location	united states of america
melt	kind of	process
