subj	rel	obj	id	flag
create|v	patient	picture|n	d2cd-1ad7-df53-9b9e	2
take picture|vp	structural-patient	picture|n	d2cd-1ad7-df53-9b9e	2
take picture|vp	structural-verb	take|v	d2cd-1ad7-df53-9b9e	2
take|v	patient	picture|n	d2cd-1ad7-df53-9b9e	2
safety gear|ns	structural-noun-compound	gear|n	d308-2f92-6950-1fea	0
safety gear|ns	structural-noun-compound	safety|n	d308-2f92-6950-1fea	0
safety goggle|ns	structural-noun-compound	goggle|n	d308-2f92-6950-1fea	0
safety goggle|ns	structural-noun-compound	safety|n	d308-2f92-6950-1fea	0
colorado river flow|av	structural-agent	colorado river|ns	d308-a04a-d030-5c6c	2
colorado river flow|av	structural-verb	flow|v	d308-a04a-d030-5c6c	2
colorado river|ns	structural-noun-compound	colorado|n	d308-a04a-d030-5c6c	0
colorado river|ns	structural-noun-compound	river|n	d308-a04a-d030-5c6c	0
flow|v	agent	colorado river|ns	d308-a04a-d030-5c6c	2
grand canyon|ns	structural-noun-compound	canyon|n	d308-a04a-d030-5c6c	0
grand canyon|ns	structural-noun-compound	grand|n	d308-a04a-d030-5c6c	0
characteristic|n	has property	similar|j	d334-56dc-2e90-fe13	0
similar characteristic|jn	structural-adjective	similar|j	d334-56dc-2e90-fe13	0
similar characteristic|jn	structural-noun	characteristic|n	d334-56dc-2e90-fe13	0
cook food|vp	structural-patient	food|n	d359-b51f-d170-0bbf	2
cook food|vp	structural-verb	cook|v	d359-b51f-d170-0bbf	2
cook|v	patient	food|n	d359-b51f-d170-0bbf	2
contents color|ns	structural-noun-compound	color|n	d38a-c7d6-bb88-dd4d	0
contents color|ns	structural-noun-compound	content|n	d38a-c7d6-bb88-dd4d	0
environment color|ns	structural-noun-compound	color|n	d38a-c7d6-bb88-dd4d	0
environment color|ns	structural-noun-compound	environment|n	d38a-c7d6-bb88-dd4d	0
decrease negative thing|vp	structural-patient	negative thing|jn	d390-3d50-786d-4e9f	2
decrease negative thing|vp	structural-verb	decrease|v	d390-3d50-786d-4e9f	2
decrease|v	patient	negative thing|jn	d390-3d50-786d-4e9f	2
negative thing|jn	structural-adjective	negative|j	d390-3d50-786d-4e9f	0
negative thing|jn	structural-noun	thing|n	d390-3d50-786d-4e9f	0
thing|n	has property	negative|j	d390-3d50-786d-4e9f	0
freezing point|ns	structural-noun-compound	freezing|n	d3b3-ecd0-5b4d-bedf	0
freezing point|ns	structural-noun-compound	point|n	d3b3-ecd0-5b4d-bedf	0
physical property|jn	structural-adjective	physical|j	d3b3-ecd0-5b4d-bedf	0
physical property|jn	structural-noun	property|n	d3b3-ecd0-5b4d-bedf	0
property|n	has property	physical|j	d3b3-ecd0-5b4d-bedf	0
animal drink desalinated water|avp	structural-agent	animal|n	d3bf-8edc-c2a9-df49	2
animal drink desalinated water|avp	structural-patient	desalinated water|ns	d3bf-8edc-c2a9-df49	2
animal drink desalinated water|avp	structural-verb	drink|v	d3bf-8edc-c2a9-df49	2
desalinated water|ns	structural-noun-compound	desalinated|n	d3bf-8edc-c2a9-df49	0
desalinated water|ns	structural-noun-compound	water|n	d3bf-8edc-c2a9-df49	0
drink|v	agent	animals|n	d3bf-8edc-c2a9-df49	2
drink|v	patient	desalinated water|ns	d3bf-8edc-c2a9-df49	2
store food|vp	structural-patient	food|n	d3e8-b460-93fe-7706	2
store food|vp	structural-verb	store|v	d3e8-b460-93fe-7706	2
store|v	patient	food|n	d3e8-b460-93fe-7706	2
decrease temperature|vp	structural-patient	temperature|n	d428-62e1-fa35-44c4	2
decrease temperature|vp	structural-verb	decrease|v	d428-62e1-fa35-44c4	2
decrease|v	patient	temperature|n	d428-62e1-fa35-44c4	2
attract pollinator|vp	structural-patient	pollinator|n	d42a-e547-fdf9-9c35	2
attract pollinator|vp	structural-verb	attract|v	d42a-e547-fdf9-9c35	2
attract|v	patient	pollinator|n	d42a-e547-fdf9-9c35	2
produce seed|vp	structural-patient	seed|n	d42a-e547-fdf9-9c35	2
produce seed|vp	structural-verb	produce|v	d42a-e547-fdf9-9c35	2
produce|v	patient	seed|n	d42a-e547-fdf9-9c35	2
natural selection|ns	structural-noun-compound	natural|n	d444-1a28-c2ef-6421	0
natural selection|ns	structural-noun-compound	selection|n	d444-1a28-c2ef-6421	0
high rainfall|qn	structural-noun	rainfall|n	d446-ee74-8b90-0757	0
high rainfall|qn	structural-quantifier	high|q	d446-ee74-8b90-0757	0
obtain information|vp	structural-patient	information|n	d459-a147-6ed7-082c	2
obtain information|vp	structural-verb	obtain|v	d459-a147-6ed7-082c	2
obtain|v	patient	information|n	d459-a147-6ed7-082c	2
particle vibrate|av	structural-agent	particle|n	d4b3-702a-31e7-3f17	2
particle vibrate|av	structural-verb	vibrate|v	d4b3-702a-31e7-3f17	2
vibrate|v	agent	particle|n	d4b3-702a-31e7-3f17	2
clear weather|jn	structural-adjective	clear|j	d4b6-eb95-4bc2-c80f	0
clear weather|jn	structural-noun	weather|n	d4b6-eb95-4bc2-c80f	0
high pressure system|ns	structural-noun-compound	high|n	d4b6-eb95-4bc2-c80f	0
high pressure system|ns	structural-noun-compound	pressure|n	d4b6-eb95-4bc2-c80f	0
high pressure system|ns	structural-noun-compound	system|n	d4b6-eb95-4bc2-c80f	0
weather|n	has property	clear|j	d4b6-eb95-4bc2-c80f	0
burn biofuel|vp	structural-patient	biofuel|n	d4e2-9dc8-72be-627f	2
burn biofuel|vp	structural-verb	burn|v	d4e2-9dc8-72be-627f	2
burn|v	patient	biofuel|n	d4e2-9dc8-72be-627f	2
produce electricity|vp	structural-patient	electricity|n	d4e2-9dc8-72be-627f	2
produce electricity|vp	structural-verb	produce|v	d4e2-9dc8-72be-627f	2
produce|v	patient	electricity|n	d4e2-9dc8-72be-627f	2
plant stem|ns	structural-noun-compound	plant|n	d534-dac5-f81f-1e26	0
plant stem|ns	structural-noun-compound	stem|n	d534-dac5-f81f-1e26	0
plant transport nutrient|avp	structural-agent	plant|n	d534-dac5-f81f-1e26	2
plant transport nutrient|avp	structural-patient	nutrient|n	d534-dac5-f81f-1e26	2
plant transport nutrient|avp	structural-verb	transport|v	d534-dac5-f81f-1e26	2
plant transport water|avp	structural-agent	plant|n	d534-dac5-f81f-1e26	2
plant transport water|avp	structural-patient	water|n	d534-dac5-f81f-1e26	2
plant transport water|avp	structural-verb	transport|v	d534-dac5-f81f-1e26	2
transport|v	agent	plant|n	d534-dac5-f81f-1e26	2
transport|v	patient	nutrient|n	d534-dac5-f81f-1e26	2
transport|v	patient	water|n	d534-dac5-f81f-1e26	2
cut down tree|vp	structural-patient	tree|n	d54a-daf9-1853-05ac	2
cut down tree|vp	structural-verb	cut down|v	d54a-daf9-1853-05ac	2
cut down|v	patient	tree|n	d54a-daf9-1853-05ac	2
timber company|ns	structural-noun-compound	company|n	d54a-daf9-1853-05ac	0
timber company|ns	structural-noun-compound	timber|n	d54a-daf9-1853-05ac	0
light energy|ns	structural-noun-compound	energy|n	d567-d49e-293e-95bf	0
light energy|ns	structural-noun-compound	light|n	d567-d49e-293e-95bf	0
nuclear reaction|jn	structural-adjective	nuclear|j	d567-d49e-293e-95bf	0
nuclear reaction|jn	structural-noun	reaction|n	d567-d49e-293e-95bf	0
lay egg|vp	structural-patient	egg|n	d579-8b7c-067c-da38	2
lay egg|vp	structural-verb	lay|v	d579-8b7c-067c-da38	2
lay|v	patient	egg|n	d579-8b7c-067c-da38	2
one cell|qn	structural-noun	cell|n	d583-32a9-3187-f189	0
one cell|qn	structural-quantifier	one|q	d583-32a9-3187-f189	0
organism|n	has property	unicellular|j	d583-32a9-3187-f189	0
unicellular organism|jn	structural-adjective	unicellular|j	d583-32a9-3187-f189	0
unicellular organism|jn	structural-noun	organism|n	d583-32a9-3187-f189	0
know location|vp	structural-patient	location|n	d5a9-c02e-a6e4-392f	2
know location|vp	structural-verb	know|v	d5a9-c02e-a6e4-392f	2
know|v	patient	location|n	d5a9-c02e-a6e4-392f	2
moving habit|ns	structural-noun-compound	habit|n	d5a9-c02e-a6e4-392f	0
moving habit|ns	structural-noun-compound	moving|n	d5a9-c02e-a6e4-392f	0
study moving habit|vp	structural-patient	moving habit|ns	d5a9-c02e-a6e4-392f	2
study moving habit|vp	structural-verb	study|v	d5a9-c02e-a6e4-392f	2
study|v	patient	moving habit|ns	d5a9-c02e-a6e4-392f	2
ice cube|ns	structural-noun-compound	cube|n	d5e1-2384-26cc-edb9	0
ice cube|ns	structural-noun-compound	ice|n	d5e1-2384-26cc-edb9	0
Arizona mountain king snake|ns	structural-noun-compound	Arizona|n	d5fd-46c9-0da1-cd27	0
Arizona mountain king snake|ns	structural-noun-compound	king|n	d5fd-46c9-0da1-cd27	0
Arizona mountain king snake|ns	structural-noun-compound	mountain|n	d5fd-46c9-0da1-cd27	0
Arizona mountain king snake|ns	structural-noun-compound	snake|n	d5fd-46c9-0da1-cd27	0
roller skate|ns	structural-noun-compound	roller|n	d628-d467-b7a5-978a	0
roller skate|ns	structural-noun-compound	skate|n	d628-d467-b7a5-978a	0
living thing|jn	structural-adjective	living|j	d662-f8eb-acab-099f	0
living thing|jn	structural-noun	thing|n	d662-f8eb-acab-099f	0
wind energy|ns	structural-noun-compound	energy|n	d68e-b9c5-62d5-f63e	0
wind energy|ns	structural-noun-compound	wind|n	d68e-b9c5-62d5-f63e	0
few nutrient|qn	structural-noun	nutrient|n	d716-961b-dfd9-e792	0
few nutrient|qn	structural-quantifier	few|q	d716-961b-dfd9-e792	0
eat|v	agent	predator|n	d719-81ad-03ff-57f0	2
predator eat|av	structural-agent	predator|n	d719-81ad-03ff-57f0	2
predator eat|av	structural-verb	eat|v	d719-81ad-03ff-57f0	2
energy|n	has property	heat|j	d753-423d-5ce7-53ce	0
heat energy|ns	structural-noun	energy|n	d753-423d-5ce7-53ce	0
heat energy|ns	structural-noun-compound	heat|n	d753-423d-5ce7-53ce	0
i|n	has property	l|j	d780-ac6a-0037-1b59	0
l i|jn	structural-adjective	l|j	d780-ac6a-0037-1b59	0
l i|jn	structural-noun	i|n	d780-ac6a-0037-1b59	0
brown|n	has property	light|j	d7a7-05d2-6fba-4853	0
light brown|jn	structural-adjective	light|j	d7a7-05d2-6fba-4853	0
light brown|jn	structural-noun	brown|n	d7a7-05d2-6fba-4853	0
sedimentary rock|jn	structural-adjective	sedimentary|j	d7a7-05d2-6fba-4853	0
sedimentary rock|jn	structural-noun	rock|n	d7a7-05d2-6fba-4853	0
absorb nutrient|vp	structural-patient	nutrient|n	d7c1-cdfd-2de5-6b7d	2
absorb nutrient|vp	structural-verb	absorb|v	d7c1-cdfd-2de5-6b7d	2
absorb|v	patient	nutrient|n	d7c1-cdfd-2de5-6b7d	2
protect environment|vp	structural-patient	environment|n	d7f6-1eed-ab83-7961	2
protect environment|vp	structural-verb	protect|v	d7f6-1eed-ab83-7961	2
protect|v	patient	environment|n	d7f6-1eed-ab83-7961	2
reduce pollutant|vp	structural-patient	pollutant|n	d7f6-1eed-ab83-7961	2
reduce pollutant|vp	structural-verb	reduce|v	d7f6-1eed-ab83-7961	2
reduce waste|vp	structural-patient	waste|n	d7f6-1eed-ab83-7961	2
reduce waste|vp	structural-verb	reduce|v	d7f6-1eed-ab83-7961	2
reduce|v	patient	pollutant|n	d7f6-1eed-ab83-7961	2
reduce|v	patient	waste|n	d7f6-1eed-ab83-7961	2
conserve water|vp	structural-patient	water|n	d7fb-3cde-4016-edb4	2
conserve water|vp	structural-verb	conserve|v	d7fb-3cde-4016-edb4	2
conserve|v	patient	water|n	d7fb-3cde-4016-edb4	2
dry environment|jn	structural-adjective	dry|j	d7fb-3cde-4016-edb4	0
dry environment|jn	structural-noun	environment|n	d7fb-3cde-4016-edb4	0
environment|n	has property	dry|j	d7fb-3cde-4016-edb4	0
produce light|vp	structural-patient	light|n	d822-a791-3a67-8bb7	2
produce light|vp	structural-verb	produce|v	d822-a791-3a67-8bb7	2
produce|v	patient	light|n	d822-a791-3a67-8bb7	2
ago|n	has property	long|j	d839-570a-60f4-5bc9	0
long ago|jn	structural-adjective	long|j	d839-570a-60f4-5bc9	0
long ago|jn	structural-noun	ago|n	d839-570a-60f4-5bc9	0
People's Republic of China|ns	structural-noun-compound	China|n	d843-4eeb-11ff-ed6a	0
People's Republic of China|ns	structural-noun-compound	People'|n	d843-4eeb-11ff-ed6a	0
People's Republic of China|ns	structural-noun-compound	Republic|n	d843-4eeb-11ff-ed6a	0
People's Republic of China|ns	structural-noun-compound	of|n	d843-4eeb-11ff-ed6a	0
autonomous region|jn	structural-adjective	autonomous|j	d843-4eeb-11ff-ed6a	0
autonomous region|jn	structural-noun	region|n	d843-4eeb-11ff-ed6a	0
region|n	has property	autonomous|j	d843-4eeb-11ff-ed6a	0
lay egg|vp	structural-patient	egg|n	d86f-f0eb-8cd4-b579	2
lay egg|vp	structural-verb	lay|v	d86f-f0eb-8cd4-b579	2
lay|v	agent	salmon|n	d86f-f0eb-8cd4-b579	2
lay|v	patient	egg|n	d86f-f0eb-8cd4-b579	2
salmon lay egg|avp	structural-agent	salmon|n	d86f-f0eb-8cd4-b579	2
salmon lay egg|avp	structural-patient	egg|n	d86f-f0eb-8cd4-b579	2
salmon lay egg|avp	structural-verb	lay|v	d86f-f0eb-8cd4-b579	2
characteristic|n	has property	learned|j	d889-0f71-bb81-1eb9	0
learned characteristic|jn	structural-adjective	learned|j	d889-0f71-bb81-1eb9	0
learned characteristic|jn	structural-noun	characteristic|n	d889-0f71-bb81-1eb9	0
use tool|vp	structural-patient	tool|n	d889-0f71-bb81-1eb9	2
use tool|vp	structural-verb	use|v	d889-0f71-bb81-1eb9	2
use|v	patient	tool|n	d889-0f71-bb81-1eb9	2
beach ball|ns	structural-noun-compound	ball|n	d8cd-c383-3563-057f	0
beach ball|ns	structural-noun-compound	beach|n	d8cd-c383-3563-057f	0
control cell|vp	structural-patient	cell|n	d916-5924-be80-0d88	2
control cell|vp	structural-verb	control|v	d916-5924-be80-0d88	2
control|v	patient	cell|n	d916-5924-be80-0d88	2
body store|av	structural-agent	body|n	d96c-96eb-3824-be66	2
body store|av	structural-verb	store|v	d96c-96eb-3824-be66	2
store food|vp	structural-patient	food|n	d96c-96eb-3824-be66	2
store food|vp	structural-verb	store|v	d96c-96eb-3824-be66	2
store|v	agent	body|n	d96c-96eb-3824-be66	2
store|v	patient	food|n	d96c-96eb-3824-be66	2
cool|v	agent	lava|n	d9aa-4785-cdb4-ac25	2
cool|v	agent	magma|n	d9aa-4785-cdb4-ac25	2
igneous rock|jn	structural-adjective	igneous|j	d9aa-4785-cdb4-ac25	0
igneous rock|jn	structural-noun	rock|n	d9aa-4785-cdb4-ac25	0
lava cool|av	structural-agent	lava|n	d9aa-4785-cdb4-ac25	2
lava cool|av	structural-verb	cool|v	d9aa-4785-cdb4-ac25	2
magma cool|av	structural-agent	magma|n	d9aa-4785-cdb4-ac25	2
magma cool|av	structural-verb	cool|v	d9aa-4785-cdb4-ac25	2
earth's surface|ns	structural-noun-compound	earth's|n	d9ac-bf1e-2efc-8abb	0
earth's surface|ns	structural-noun-compound	surface|n	d9ac-bf1e-2efc-8abb	0
uv light|ns	structural-noun-compound	light|n	d9ca-e581-1fad-e095	0
uv light|ns	structural-noun-compound	uv|n	d9ca-e581-1fad-e095	0
brain control body|avp	structural-agent	brain|n	d9d2-f2b1-7891-153d	2
brain control body|avp	structural-patient	body|n	d9d2-f2b1-7891-153d	2
brain control body|avp	structural-verb	control|v	d9d2-f2b1-7891-153d	2
computer control robot|avp	structural-agent	computer|n	d9d2-f2b1-7891-153d	2
computer control robot|avp	structural-patient	robot|n	d9d2-f2b1-7891-153d	2
computer control robot|avp	structural-verb	control|v	d9d2-f2b1-7891-153d	2
control|v	agent	brain|n	d9d2-f2b1-7891-153d	2
control|v	agent	computer|n	d9d2-f2b1-7891-153d	2
control|v	patient	body|n	d9d2-f2b1-7891-153d	2
control|v	patient	robot|n	d9d2-f2b1-7891-153d	2
deep water|jn	structural-adjective	deep|j	d9fd-c8f3-a4aa-801e	0
deep water|jn	structural-noun	water|n	d9fd-c8f3-a4aa-801e	0
water|n	has property	deep|j	d9fd-c8f3-a4aa-801e	0
characteristic|n	has property	learned|j	daaf-468d-1f9b-0fac	0
do chore|vp	structural-patient	chore|n	daaf-468d-1f9b-0fac	2
do chore|vp	structural-verb	do|v	daaf-468d-1f9b-0fac	2
do|v	patient	chore|n	daaf-468d-1f9b-0fac	2
learned characteristic|jn	structural-adjective	learned|j	daaf-468d-1f9b-0fac	0
learned characteristic|jn	structural-noun	characteristic|n	daaf-468d-1f9b-0fac	0
travel|v	agent	wheel|n	dae7-2f8d-73b1-9520	2
wheel travel|av	structural-agent	wheel|n	dae7-2f8d-73b1-9520	2
wheel travel|av	structural-verb	travel|v	dae7-2f8d-73b1-9520	2
less speed|qn	structural-noun	speed|n	dae9-2ad1-04de-57b4	0
less speed|qn	structural-quantifier	less|q	dae9-2ad1-04de-57b4	0
softball bat|ns	structural-noun-compound	bat|n	dae9-e208-58cd-a9d8	0
softball bat|ns	structural-noun-compound	softball|n	dae9-e208-58cd-a9d8	0
animal|n	has property	aquatic|j	dba6-6a33-ccd7-4653	0
aquatic animal|jn	structural-adjective	aquatic|j	dba6-6a33-ccd7-4653	0
aquatic animal|jn	structural-noun	animal|n	dba6-6a33-ccd7-4653	0
move seed|vp	structural-patient	seed|n	dbc7-1c37-35fd-e1f8	2
move seed|vp	structural-verb	move|v	dbc7-1c37-35fd-e1f8	2
move|v	patient	seed|n	dbc7-1c37-35fd-e1f8	2
seed dispersal|ns	structural-noun-compound	dispersal|n	dbc7-1c37-35fd-e1f8	0
seed dispersal|ns	structural-noun-compound	seed|n	dbc7-1c37-35fd-e1f8	0
spread seed|vp	structural-patient	seed|n	dbc7-1c37-35fd-e1f8	2
spread seed|vp	structural-verb	spread|v	dbc7-1c37-35fd-e1f8	2
spread|v	patient	seed|n	dbc7-1c37-35fd-e1f8	2
People's Republic of China|ns	structural-noun-compound	China|n	dbdb-f2a2-ba7f-ee07	0
People's Republic of China|ns	structural-noun-compound	People'|n	dbdb-f2a2-ba7f-ee07	0
People's Republic of China|ns	structural-noun-compound	Republic|n	dbdb-f2a2-ba7f-ee07	0
People's Republic of China|ns	structural-noun-compound	of|n	dbdb-f2a2-ba7f-ee07	0
body|n	has property	celestial|j	dbe8-e776-f804-99a0	0
celestial body|jn	structural-adjective	celestial|j	dbe8-e776-f804-99a0	0
celestial body|jn	structural-noun	body|n	dbe8-e776-f804-99a0	0
celestial object|jn	structural-adjective	celestial|j	dbe8-e776-f804-99a0	0
celestial object|jn	structural-noun	object|n	dbe8-e776-f804-99a0	0
object|n	has property	celestial|j	dbe8-e776-f804-99a0	0
e|n	has property	m|j	dc33-a410-c511-acad	0
m e|jn	structural-adjective	m|j	dc33-a410-c511-acad	0
m e|jn	structural-noun	e|n	dc33-a410-c511-acad	0
bend light|vp	structural-patient	light|n	dc5d-599a-9815-c89b	2
bend light|vp	structural-verb	bend|v	dc5d-599a-9815-c89b	2
bend|v	patient	light|n	dc5d-599a-9815-c89b	2
clear forest|vp	structural-patient	forest|n	dc7e-8241-c2cf-b10a	2
clear forest|vp	structural-verb	clear|v	dc7e-8241-c2cf-b10a	2
clear|v	patient	forest|n	dc7e-8241-c2cf-b10a	2
cut down tree|vp	structural-patient	tree|n	dc7e-8241-c2cf-b10a	2
cut down tree|vp	structural-verb	cut down|v	dc7e-8241-c2cf-b10a	2
cut down|v	patient	tree|n	dc7e-8241-c2cf-b10a	2
forest fire|ns	structural-noun-compound	fire|n	dc88-39d4-99eb-b07d	0
forest fire|ns	structural-noun-compound	forest|n	dc88-39d4-99eb-b07d	0
little air|qn	structural-noun	air|n	dca8-aca7-a3a5-b57f	0
little air|qn	structural-quantifier	little|q	dca8-aca7-a3a5-b57f	0
little water|qn	structural-noun	water|n	dca8-aca7-a3a5-b57f	0
little water|qn	structural-quantifier	little|q	dca8-aca7-a3a5-b57f	0
eat animal|vp	structural-patient	animal|n	dcb0-11ec-8b50-ceb3	2
eat animal|vp	structural-verb	eat|v	dcb0-11ec-8b50-ceb3	2
eat|v	patient	animal|n	dcb0-11ec-8b50-ceb3	2
absorb sunlight|vp	structural-patient	sunlight|n	dcbe-9523-4529-c54e	2
absorb sunlight|vp	structural-verb	absorb|v	dcbe-9523-4529-c54e	2
absorb|v	patient	sunlight|n	dcbe-9523-4529-c54e	2
United States of America|ns	structural-noun-compound	America|n	dcc6-24bd-da16-1dd3	0
United States of America|ns	structural-noun-compound	State|n	dcc6-24bd-da16-1dd3	0
United States of America|ns	structural-noun-compound	United|n	dcc6-24bd-da16-1dd3	0
United States of America|ns	structural-noun-compound	of|n	dcc6-24bd-da16-1dd3	0
higher speed|jn	structural-adjective	higher|j	dcd4-5303-c509-88ec	0
higher speed|jn	structural-noun	speed|n	dcd4-5303-c509-88ec	0
speed|n	has property	higher|j	dcd4-5303-c509-88ec	0
plant|n	has property	real|j	dcd7-6da5-3ef6-3998	0
real plant|jn	structural-adjective	real|j	dcd7-6da5-3ef6-3998	0
real plant|jn	structural-noun	plant|n	dcd7-6da5-3ef6-3998	0
cell|n	has property	unspecialized|j	dd66-f128-9920-883e	0
life function|ns	structural-noun-compound	function|n	dd66-f128-9920-883e	0
life function|ns	structural-noun-compound	life|n	dd66-f128-9920-883e	0
unspecialized cell|jn	structural-adjective	unspecialized|j	dd66-f128-9920-883e	0
unspecialized cell|jn	structural-noun	cell|n	dd66-f128-9920-883e	0
animal|n	has property	land|j	dd98-da47-1a80-ab63	0
land animal|jn	structural-adjective	land|j	dd98-da47-1a80-ab63	0
land animal|jn	structural-noun	animal|n	dd98-da47-1a80-ab63	0
low rainfall|qn	structural-noun	rainfall|n	dda3-c20d-4cc2-2323	0
low rainfall|qn	structural-quantifier	low|q	dda3-c20d-4cc2-2323	0
once per|ns	structural-noun-compound	once|n	ddb0-b569-92c2-503c	0
once per|ns	structural-noun-compound	per|n	ddb0-b569-92c2-503c	0
organic matter|ns	structural-noun-compound	matter|n	ddb4-26f4-5edb-1f07	0
organic matter|ns	structural-noun-compound	organic|n	ddb4-26f4-5edb-1f07	0
United States of America|ns	structural-noun-compound	America|n	ddcc-b61d-5aa2-a7fe	0
United States of America|ns	structural-noun-compound	State|n	ddcc-b61d-5aa2-a7fe	0
United States of America|ns	structural-noun-compound	United|n	ddcc-b61d-5aa2-a7fe	0
United States of America|ns	structural-noun-compound	of|n	ddcc-b61d-5aa2-a7fe	0
animal exposure|ns	structural-noun-compound	animal|n	ddd5-9774-f7cb-82f6	0
animal exposure|ns	structural-noun-compound	exposure|n	ddd5-9774-f7cb-82f6	0
erode|v	agent	rock|n	ddd5-9774-f7cb-82f6	2
erode|v	agent	soil|n	ddd5-9774-f7cb-82f6	2
heat exposure|ns	structural-noun-compound	exposure|n	ddd5-9774-f7cb-82f6	0
heat exposure|ns	structural-noun-compound	heat|n	ddd5-9774-f7cb-82f6	0
rock erode|av	structural-agent	rock|n	ddd5-9774-f7cb-82f6	2
rock erode|av	structural-verb	erode|v	ddd5-9774-f7cb-82f6	2
soil erode|av	structural-agent	soil|n	ddd5-9774-f7cb-82f6	2
soil erode|av	structural-verb	erode|v	ddd5-9774-f7cb-82f6	2
water exposure|ns	structural-noun-compound	exposure|n	ddd5-9774-f7cb-82f6	0
water exposure|ns	structural-noun-compound	water|n	ddd5-9774-f7cb-82f6	0
wind exposure|ns	structural-noun-compound	exposure|n	ddd5-9774-f7cb-82f6	0
wind exposure|ns	structural-noun-compound	wind|n	ddd5-9774-f7cb-82f6	0
People's Republic of China|ns	structural-noun-compound	China|n	ddeb-76ec-5c86-8b15	0
People's Republic of China|ns	structural-noun-compound	People'|n	ddeb-76ec-5c86-8b15	0
People's Republic of China|ns	structural-noun-compound	Republic|n	ddeb-76ec-5c86-8b15	0
People's Republic of China|ns	structural-noun-compound	of|n	ddeb-76ec-5c86-8b15	0
animal move|av	structural-agent	animal|n	de1f-14bd-20e6-5573	2
animal move|av	structural-verb	move|v	de1f-14bd-20e6-5573	2
different location|jn	structural-adjective	different|j	de1f-14bd-20e6-5573	0
different location|jn	structural-noun	location|n	de1f-14bd-20e6-5573	0
disturb animal|vp	structural-patient	animal|n	de1f-14bd-20e6-5573	2
disturb animal|vp	structural-verb	disturb|v	de1f-14bd-20e6-5573	2
disturb|v	patient	animal|n	de1f-14bd-20e6-5573	2
location|n	has property	different|j	de1f-14bd-20e6-5573	0
move|v	agent	animal|n	de1f-14bd-20e6-5573	2
conserve energy|vp	structural-patient	energy|n	de27-24b6-09fb-9efc	2
conserve energy|vp	structural-verb	conserve|v	de27-24b6-09fb-9efc	2
conserve|v	patient	energy|n	de27-24b6-09fb-9efc	2
eat|v	agent	squirrel|n	de30-46f9-f287-cf05	2
eat|v	patient	edible plant|jn	de30-46f9-f287-cf05	2
eat|v	patient	fruit|n	de30-46f9-f287-cf05	2
edible plant|jn	structural-adjective	edible|j	de30-46f9-f287-cf05	0
edible plant|jn	structural-noun	plant|n	de30-46f9-f287-cf05	0
plant|n	has property	edible|j	de30-46f9-f287-cf05	0
squirrel eat edible plant|avp	structural-agent	squirrel|n	de30-46f9-f287-cf05	2
squirrel eat edible plant|avp	structural-patient	edible plant|jn	de30-46f9-f287-cf05	2
squirrel eat edible plant|avp	structural-verb	eat|v	de30-46f9-f287-cf05	2
squirrel eat fruit|avp	structural-agent	squirrel|n	de30-46f9-f287-cf05	2
squirrel eat fruit|avp	structural-patient	fruit|n	de30-46f9-f287-cf05	2
squirrel eat fruit|avp	structural-verb	eat|v	de30-46f9-f287-cf05	2
object|n	has property	useful|j	de5c-79d3-c81b-31e5	0
useful object|jn	structural-adjective	useful|j	de5c-79d3-c81b-31e5	0
useful object|jn	structural-noun	object|n	de5c-79d3-c81b-31e5	0
United States of America|ns	structural-noun-compound	America|n	de65-7a12-0038-0f76	0
United States of America|ns	structural-noun-compound	State|n	de65-7a12-0038-0f76	0
United States of America|ns	structural-noun-compound	United|n	de65-7a12-0038-0f76	0
United States of America|ns	structural-noun-compound	of|n	de65-7a12-0038-0f76	0
remove waste|vp	structural-patient	waste|n	de82-6668-2baf-1817	2
remove waste|vp	structural-verb	remove|v	de82-6668-2baf-1817	2
remove|v	patient	waste|n	de82-6668-2baf-1817	2
chemical property|jn	structural-adjective	chemical|j	de82-e643-178a-0a7b	0
chemical property|jn	structural-noun	property|n	de82-e643-178a-0a7b	0
material composition|ns	structural-noun-compound	composition|n	de82-e643-178a-0a7b	0
material composition|ns	structural-noun-compound	material|n	de82-e643-178a-0a7b	0
property|n	has property	chemical|j	de82-e643-178a-0a7b	0
orange tree|ns	structural-noun-compound	orange|n	de9a-8956-c029-70af	0
orange tree|ns	structural-noun-compound	tree|n	de9a-8956-c029-70af	0
rocky terrain|jn	structural-adjective	rocky|j	ded1-6066-fabd-b5ad	0
rocky terrain|jn	structural-noun	terrain|n	ded1-6066-fabd-b5ad	0
terrain|n	has property	rocky|j	ded1-6066-fabd-b5ad	0
bad tool|jn	structural-adjective	bad|j	def7-ed0f-010f-6b59	0
bad tool|jn	structural-noun	tool|n	def7-ed0f-010f-6b59	0
tool|n	has property	bad|j	def7-ed0f-010f-6b59	0
bacterium digest|av	structural-agent	bacterium|n	df29-0616-310f-2dfb	2
bacterium digest|av	structural-verb	digest|v	df29-0616-310f-2dfb	2
digest|v	agent	bacteria|n	df29-0616-310f-2dfb	2
detect texture|vp	structural-patient	texture|n	df67-2c42-2ea5-500d	2
detect texture|vp	structural-verb	detect|v	df67-2c42-2ea5-500d	2
detect|v	patient	texture|n	df67-2c42-2ea5-500d	2
control robot|vp	structural-patient	robot|n	df77-f13b-3062-2718	2
control robot|vp	structural-verb	control|v	df77-f13b-3062-2718	2
